scorer,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi,Nahom Mossazghi
labeled-data/e3v8150-20200303T1152-1208/img05555.png,749.9944458007812,120.79297637939453,,,,,,,593.6619262695312,86.71235656738281,647.3012084960938,145.95758056640625,637.9534912109375,38.89727783203125,,,729.9932861328125,54.189205169677734,,,,,,,787.6097634201994,203.47673660553448,565.7613525390625,529.2432861328125,702.0005493164062,393.4128723144531,474.96856689453125,396.5829772949219
labeled-data/e3v8150-20200303T1152-1208/img05611.png,745.8741621906103,101.95963809730188,,,,,,,581.4855115087535,82.45589988081042,634.4242295249446,135.3946178970017,,,,,729.1566722907604,38.804676253424645,,,,,,,782.0953903069516,192.04833366871503,590.773005897559,538.4718743711594,710.5816835131494,396.37321022243555,474.67932603749045,397.3019596613161
labeled-data/e3v8150-20200303T1152-1208/img06271.png,483.38055419921875,244.5914306640625,562.1796264648438,220.3448486328125,549.4102783203125,267.4626770019531,588.5382080078125,253.87364196777344,344.7422180175781,217.05958557128906,352.84454345703125,265.6891784667969,516.1638793945312,142.58267211914062,578.4612426757812,177.0408477783203,513.0245361328125,189.41378784179688,581.2433471679688,288.4950256347656,583.5587768554688,298.0590515136719,615.0147094726562,303.39691162109375,520.5892333984375,328.4929504394531,677.4689135171302,378.4668719655509,527.1832678549983,450.5216335843812,619.825104222066,545.2221774262725
labeled-data/e3v8150-20200303T1152-1208/img06707.png,711.8806762695312,152.71409606933594,,,760.3672485351562,181.8323974609375,,,553.3174438476562,133.04417419433594,606.0254516601562,184.7904510498047,,,,,680.2050170898438,94.17101287841797,774.952392578125,221.95240783691406,777.3004760742188,234.84429931640625,,,732.0804443359375,244.730712890625,563.7982177734375,538.06494140625,710.7180786132812,413.96221923828125,476.7828369140625,428.0415954589844
labeled-data/e3v8150-20200303T1152-1208/img07002.png,698.3033447265625,158.36465454101562,,,766.6615600585938,184.7766876220703,,,521.8665161132812,130.83102416992188,564.4210205078125,181.42034912109375,504.53748563193744,68.63139700458055,581.739015937827,70.69010447940434,698.2435913085938,97.57503509521484,786.5916137695312,208.94444274902344,785.2236938476562,218.39382934570312,,,722.9556884765625,245.99818420410156,567.7283935546875,538.8898315429688,734.6400756835938,405.22039794921875,478.1155700683594,407.4165954589844
labeled-data/e3v8150-20200303T1152-1208/img07223.png,536.7235717773438,145.41339111328125,630.7969360351562,129.0756072998047,593.4738159179688,170.04652404785156,628.712646484375,160.94686889648438,432.65631103515625,108.32720947265625,432.3392028808594,158.0277099609375,628.8364868164062,76.39322662353516,663.41015625,103.31501770019531,582.7550659179688,88.85771942138672,614.6783355350067,194.2125529688277,638.3534714954794,226.12251882859545,668.6322021484375,212.4654541015625,564.5594482421875,232.43063354492188,564.124267578125,531.9972534179688,705.4375610351562,385.5377197265625,469.8985290527344,408.1143493652344
labeled-data/e3v8150-20200303T1152-1208/img09082.png,,,,,,,,,718.011679024194,128.8933718248378,765.3779004071017,202.2645774964011,,,,,,,,,,,,,,,603.7754980418865,542.1868721266816,732.8716700462827,403.80320573347996,481.18057210965435,400.0882079779577
labeled-data/e3v8150-20200303T1152-1208/img09411.png,488.6105676206987,209.69457300744546,585.2005092642756,209.69457300744546,509.9718047149513,261.70454158475616,544.3355339535316,261.70454158475616,471.89307772084885,97.31589090289913,438.45809792114915,157.68460443013475,647.4267216692723,96.38714146401867,682.7192003467331,166.04334938005968,533.1905406869649,164.18585050229865,523.9030462981596,291.4245236289337,522.974296859279,301.6407674566197,590.773005897559,302.5695168955002,489.5393170595793,309.07076296766405,557.3380260978593,525.4693822268316,678.0754531523304,413.0907001222854,465.39183164868496,412.1619506834049
labeled-data/e3v8150-20200303T1152-1208/img10782.png,,,,,,,,,757.0321044921875,91.42678833007812,776.6893310546875,157.3690185546875,,,,,,,,,,,,,,,640.0698852539062,533.1900024414062,720.7017704884283,433.0226200483796,546.0247802734375,414.1570739746094
labeled-data/e3v8150-20200303T1152-1208/img11282.png,,,,,,,,,724.5129250963577,106.60338529170463,767.2353992848629,186.47583703543177,,,,,,,,,,,,,,,640.9254755971085,543.1156215655622,746.802911629491,419.59194619444924,540.6205361980094,424.235693388852
labeled-data/e3v8150-20200303T1152-1208/img11308.png,743.1647338867188,415.5933837890625,,,,,,,714.966064453125,104.52156066894531,725.8485391754876,170.53741700835485,711.4375868517217,33.63336993257735,765.9933349345503,57.308505893050096,,,,,,,,,,,635.2500610351562,542.3071899414062,747.0469360351562,414.9010009765625,533.2420654296875,403.193359375
labeled-data/e3v8150-20200303T1152-1208/img11493.png,,,,,,,,,706.8666857576274,75.02590436976607,723.5841756574772,132.60836958035998,,,,,,,,,,,,,,,625.1367351361391,514.3243889602651,737.5154172406855,388.9432147113912,536.9055384424871,381.5132192003468
labeled-data/e3v8150-20200303T1152-1208/img11991.png,757.0191554571769,166.04334938005968,,,,,,,574.9842654365896,136.32336733588215,612.1342429918114,186.47583703543177,,,,,761.6629026515797,113.10463136386852,,,,,,,,,599.1317508474839,539.4006238100399,725.4416745352383,434.451937216538,525.7605451759206,428.87944058325473
labeled-data/e3v8150-20200303T1152-1208/img13034.png,,,196.0544943733263,155.82710555237372,,,126.39828645728522,198.54957974087887,,,,,317.720670866678,73.16840549200492,316.79192142779743,124.24962463043505,159.83326625698487,113.10463136386852,107.82329767967428,225.4833134684148,111.53829543519646,242.20080336826464,189.5532483011624,243.12955280714516,325.15066637772236,538.4718743711594,387.376878782719,419.59194619444924,224.84572697862325,422.3781945110909,,
labeled-data/e3v8150-20200303T1152-1208/img15030.png,613.9917418695726,254.27454607371175,702.2229385632246,224.55456402953422,665.0729610080026,295.13952138445586,701.2941891243441,285.85202699565036,500.6843103261458,157.68460443013475,503.4705586427874,208.76582356856488,666.0017104468833,104.7458864139436,726.3704239741188,153.96960667461258,652.070468863675,187.40458647431228,689.220446418897,319.28700679535007,691.077945296658,328.57450118415557,731.0141711685216,323.0020045508723,651.1417194247945,341.57699332848324,646.4979722303917,539.4006238100399,743.0879138739687,432.5944383387769,550.8367800256954,431.6656888998964
labeled-data/e3v8150-20200303T1152-1208/img15098.png,775.5941442347879,176.25959320774575,,,,,,,613.9917418695726,137.25211677476273,653.9279677414361,191.11958422983452,,,,,783.9528891847127,108.46088416946577,,,,,,,,,641.854225035989,534.7568766156371,757.0191554571769,411.2332012445243,554.5517777812175,414.9481990000465
labeled-data/e3v8150-20200303T1152-1208/img15428.png,,,,,,,,,709.6755981445312,92.2551040649414,,,,,,,,,,,,,,,,,640.2096557617188,516.38916015625,721.748291015625,366.4326171875,538.9769897460938,397.4736328125
labeled-data/e3v8150-20200303T1152-1208/img16473.png,638.1392272804668,272.8495348513227,733.8004194851632,260.7757921458756,679.9329520300915,305.3557652121419,723.5841756574772,296.0682708233364,564.7680216089036,206.9083246908038,550.8367800256954,264.49078990139776,751.4466588238937,201.33582805752053,775.5941442347879,230.12706066281748,679.9329520300915,220.83956627401204,707.7954351965078,327.645751745275,709.652934074269,336.9332461340805,757.0191554571769,348.0782394006471,652.070468863675,361.08073154497475,685.5054486633748,568.1918564153368,783.0241397458323,465.1006686995961,595.4167530919616,471.6019147717599
labeled-data/e3v8150-20200303T1152-1208/img17302.png,755.1616565794158,140.9671145302849,,,791.3828846957571,194.8345819853567,,,598.2030014086033,29.517181864619147,618.6354890639753,78.74090212528824,,,,,786.7391375013543,92.67214370849649,,,,,,,750.517909385013,233.84205841833972,619.5642385028559,499.4643979381764,717.0829295853133,361.08073154497475,519.2592991037568,368.5107270560191
labeled-data/e3v8150-20200303T1152-1208/img17813.png,687.7567138671875,146.90252685546875,,,764.256103515625,169.29647827148438,794.5942993164062,159.55770874023438,550.59521484375,126.91139221191406,567.8196411132812,172.6822967529297,,,,,724.0875244140625,94.84068298339844,790.2545166015625,193.4957275390625,789.0491943359375,202.13861083984375,,,722.0054321289062,231.6539306640625,624.0527954101562,551.0340576171875,714.34521484375,422.6549377441406,545.7938842773438,419.2503356933594
labeled-data/e3v8150-20200303T1152-1208/img18754.png,526.6892946148012,86.1708976363326,,,586.1292587031562,57.37966503103564,,,426.38435521570204,128.8933718248378,429.17060353234365,164.18585050229865,,,,,562.9105227311425,40.66217513118579,618.6354890639753,65.73840998096057,621.421737380617,75.02590436976607,,,563.839272170023,137.25211677476273,563.839272170023,528.2556305434733,697.5791913688219,401.9457068557188,462.60558333204335,400.0882079779577
labeled-data/e3v8150-20200303T1152-1208/img19461.png,525.7605451759206,164.18585050229865,,,587.0580081420367,161.39960218565693,615.8492407473337,140.9671145302849,412.4531136324938,164.18585050229865,425.45560577682147,217.1245685184898,620.4929879417364,108.46088416946577,666.9304598857638,147.4683606024488,561.0530238533814,98.2446403417797,629.7804823305419,166.04334938005968,631.637981208303,179.04584152438736,669.7167082024054,197.62083030199835,578.6992631921117,229.19831122393697,567.5542699255452,562.6193597820536,714.2966812686717,426.0931922666131,444.03059455443247,432.5944383387769
labeled-data/e3v8150-20200303T1152-1208/img19532.png,,,447.2926330566406,212.1611328125,358.21099853515625,247.32691955566406,378.3667907714844,245.60446166992188,,,,,600.6695556640625,143.3251190185547,580.7623291015625,198.96142578125,421.9766845703125,151.92381286621094,358.96929931640625,273.3697509765625,360.1370849609375,287.6903076171875,430.37994384765625,300.6934509277344,,,568.6070556640625,553.4871215820312,715.772705078125,432.7953186035156,436.4228515625,432.492431640625
labeled-data/e3v8150-20200303T1152-1208/img20313.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v8150-20200303T1152-1208/img21276.png,,,,,,,,,761.4356079101562,220.73587036132812,791.8739624023438,288.4682922363281,,,,,,,,,,,,,,,672.3221448300709,518.458980253564,,,551.0908203125,421.9772033691406
labeled-data/e3v8150-20200303T1152-1208/img21500.png,788.2532348632812,263.6996765136719,,,,,,,650.6700439453125,222.5651092529297,678.498267254542,289.94245054813086,,,,,794.9647216796875,209.28875732421875,,,,,,,,,679.5276209919539,560.6624834874505,,,606.4435056357117,487.57836813120826
labeled-data/e3v8150-20200303T1152-1208/img22184.png,,,518.6866455078125,481.4887390136719,,,515.8603767434679,546.2515311636844,428.4339294433594,163.60577392578125,381.01503714251396,268.32602206248174,521.0726318359375,272.996826171875,557.5640869140625,330.82666015625,429.3946628008715,468.0206471203829,,,,,529.6087036132812,476.38525390625,,,680.2617797851562,562.3912963867188,,,,
labeled-data/e3v8150-20200303T1152-1208/img22407.png,266.6394517282479,130.75087070259895,342.7969057164528,135.3946178970017,,,282.42819218921716,187.40458647431228,,,,,478.39432379301263,37.87592681454407,467.2493305264461,97.31589090289913,290.7869371391421,81.52715044192985,262.9244539727257,218.98206739625095,263.8532034116063,228.2695617850564,344.6544045942138,234.77080785722023,,,451.4605900654768,510.6093912047429,568.4830193644258,379.6557203225857,363.2293933718248,373.15447425042186
labeled-data/e3v8150-20200303T1152-1208/img22661.png,570.3405182421868,148.39711004132926,,,631.637981208303,203.19332693528162,,,424.5268563379409,35.08967849790247,433.8143507267464,88.9571459529742,,,,,606.5617463585282,96.38714146401867,630.7092317694224,242.20080336826464,620.4929879417364,255.20329551259232,,,567.5542699255452,244.98705168490625,,,,,,
labeled-data/e3v8150-20200303T1152-1208/img23477.png,,,,,,,794.8361206054688,1.1271774768829346,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v8150-20200303T1152-1208/img23567.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v8150-20200303T1152-1208/img23603.png,,,,,,,793.0401000976562,589.116455078125,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v8150-20200303T1152-1208/img23738.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v8150-20200303T1152-1208/img23881.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v8150-20200303T1152-1208/img24099.png,289.6425476074219,315.48504638671875,365.4741516113281,305.61920166015625,329.981201171875,374.4305725097656,352.19313249498185,380.52557944037466,162.30886840820312,182.3182830810547,155.7668914794922,260.93597412109375,330.3487548828125,167.81809997558594,384.0705871582031,222.79449462890625,337.58740234375,264.2720031738281,350.3641052246094,404.7726745605469,345.62701416015625,416.18121337890625,377.92697593027845,416.5529602497898,289.71405029296875,414.0672912597656,282.1970783509753,588.4550343975707,385.13245209216143,486.54901439379637,3.1402206420898438,397.4056396484375
labeled-data/e3v8150-20200303T1152-1208/img24680.png,612.113037109375,278.9516296386719,,,660.5906372070312,344.696533203125,,,512.385986328125,120.45939636230469,508.923583984375,188.99337768554688,,,,,659.0889282226562,236.23387145996094,664.7621459960938,378.00653076171875,656.5299072265625,387.01934814453125,,,595.409423828125,379.3888854980469,407.9037170410156,564.6201782226562,531.0391845703125,493.2805480957031,357.33990118204116,412.43554530014234
labeled-data/e3v8150-20200303T1152-1208/img24824.png,,,,,,,,,746.435613923725,112.89360771329063,734.0833690747826,65.54333579234503,2.043703079223633,62.877994537353516,,,,,,,,,,,,,,,,,,
labeled-data/e3v8150-20200303T1152-1208/img24897.png,,,,,,,,,,,2.110840320587158,62.60294723510742,637.8916625976562,101.97215270996094,676.31787109375,130.65756225585938,,,,,,,,,,,,,,,,
labeled-data/e3v8150-20200303T1152-1208/img25883.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v8150-20200303T1152-1208/img26128.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v8150-20200303T1152-1208/img26722.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v8150-20200303T1152-1208/img26941.png,798.90087890625,527.1875610351562,,,,,,,,,,,,,,,1.4428229331970215,222.05905151367188,,,,,,,,,,,,,,
labeled-data/e3v8150-20200303T1152-1208/img29405.png,665.107666015625,317.961669921875,731.7556762695312,272.6398620605469,717.7012329101562,355.7525939941406,742.1556396484375,342.5758361816406,451.7799987792969,211.31179809570312,488.8804016113281,286.5206604003906,603.4483642578125,118.03467559814453,674.5812377929688,145.92465209960938,687.4793090820312,252.22853088378906,742.4156494140625,359.9179992675781,747.4767456054688,367.8101806640625,767.0226886719622,369.20268832884415,689.0148315429688,397.7237854003906,583.1687622070312,549.9331665039062,738.20078402443,465.96193964555914,463.1864318847656,417.0497741699219
labeled-data/e3v8150-20200303T1152-1208/img30577.png,,,,,,,,,741.7178344726562,233.91552734375,763.1009521484375,270.64337158203125,,,254.1079559326172,421.137939453125,,,,,,,,,,,619.825104222066,530.8112251025065,,,,
labeled-data/e3v8150-20200303T1152-1208/img30965.png,662.286712691361,281.2082798012476,752.3754082627742,270.0632865346811,708.7241846353885,340.64824388960267,747.7316610683714,336.0044966951999,568.4830193644258,167.90084825782083,557.3380260978593,221.76831571289256,742.1591644350882,135.3946178970017,778.3803925514295,169.75834713558186,718.9404284630745,230.12706066281748,731.0141711685216,362.00948098385527,731.0141711685216,373.15447425042186,766.3066498459824,371.29697537266077,674.3604553968081,376.86947200594403,633.495480086064,551.474366515487,742.1591644350882,459.5281720663128,517.4018002259957,435.3806866554186
labeled-data/e3v8150-20200303T1152-1208/img31272.png,,,,,,,,,666.0017104468833,211.55207188520654,729.1566722907604,283.0657786790087,,,,,770.0216476015045,118.67712799715173,,,,,,,,,,,,,,
labeled-data/e3v8150-20200303T1152-1208/img32695.png,636.2817284027058,320.21575623423064,689.220446418897,256.13204495147284,711.5104329520301,348.0782394006471,,,439.3868473600297,262.6332910236367,481.18057210965435,325.7882528675139,560.1242744145009,139.10961565252387,643.7117239137501,160.47085274677647,645.5692227915112,251.4882977570701,735.6579183629243,354.5794854728109,740.301665557327,359.22323266721367,,,678.0754531523304,401.9457068557188,574.0555159977091,583.0518474374256,718.9404284630745,471.6019147717599,470.0355788430877,473.459413649521
labeled-data/e3v8150-20200303T1152-1208/img34171.png,470.0355788430877,239.41455505162298,550.8367800256954,195.76333142423726,532.2617912480845,260.7757921458756,566.6255204866646,240.34330449050356,344.6544045942138,222.69706515177313,357.6568967385415,267.2770382180394,509.9718047149513,114.0333808027491,576.8417643143507,139.10961565252387,496.96931257062363,174.40209432998466,564.7680216089036,268.20578765691994,571.2692676810674,277.49328204572544,612.1342429918114,273.77828429020326,521.1167979815178,315.5720090398279,554.5517777812175,549.6168676377259,679.0042025912109,421.4494450722103,434.74310016562697,454.88442487191
labeled-data/e3v8150-20200303T1152-1208/img35490.png,617.7677612304688,336.6297607421875,,,681.22119140625,369.4510192871094,707.4995727539062,351.7002868652344,406.9573669433594,263.034912109375,445.8304748535156,326.45501708984375,555.6880493164062,169.13043212890625,607.76318359375,180.68161010742188,634.58203125,261.4630432128906,702.6604614257812,383.2418212890625,704.5768432617188,395.8427734375,721.189697265625,390.68231201171875,643.9758911132812,418.7347412109375,572.4748323011203,568.8973133867453,683.1146240234375,482.5049133300781,479.83299593405275,486.54901439379637
labeled-data/e3v8150-20200303T1152-1208/img35789.png,601.0994262695312,256.9639892578125,683.0374755859375,242.31239318847656,651.044921875,311.35272216796875,686.7003173828125,306.0897521972656,460.3551330566406,146.73065185546875,460.6629333496094,218.35902404785156,634.7015991210938,111.7628173828125,696.9892578125,168.4784698486328,649.9530639648438,197.4478302001953,675.9133911132812,338.691162109375,672.4634399414062,350.4573974609375,699.4149780273438,348.50128173828125,609.5789794921875,352.9304504394531,561.7198486328125,577.8814697265625,726.5507202148438,464.86773681640625,446.3058166503906,433.1141052246094
labeled-data/e3v8150-20200303T1152-1208/img36020.png,647.4267216692723,246.84455056266734,724.5129250963577,231.05581010169806,700.3654396854635,302.5695168955002,,,507.1855563983097,126.1071235081962,498.8268114483848,203.19332693528162,669.7167082024054,98.2446403417797,735.6579183629243,156.75585499125418,695.7216924910607,195.76333142423726,723.5841756574772,324.8595034286334,721.7266767797161,337.86199557296106,,,659.5004643747194,348.0782394006471,580.5567620698729,545.9018698822038,731.0141711685216,431.6656888998964,451.4605900654768,434.451937216538
labeled-data/e3v8150-20200303T1152-1208/img37053.png,605.744140625,169.2960662841797,,,673.6795043945312,215.249755859375,,,491.1396789550781,85.26597595214844,498.0931701660156,135.8802947998047,,,,,632.7267456054688,126.91279602050781,688.0800170898438,242.15293884277344,682.19287109375,257.2226867675781,,,621.7214965820312,264.6876220703125,438.2237243652344,516.4898071289062,,,,
labeled-data/e3v8150-20200303T1152-1208/img37086.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v8150-20200303T1152-1208/img37333.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v8150-20200303T1152-1208/img37440.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v8150-20200303T1152-1208/img37619.png,772.8078959181463,191.11958422983452,,,,,,,679.9329520300915,101.95963809730188,668.7879587635249,158.61335386901533,,,,,794.1691330123989,141.89586396916548,,,,,,,,,,,,,,
labeled-data/e3v8150-20200303T1152-1208/img40032.png,43.35420608520508,171.6842803955078,137.3470458984375,171.680419921875,71.62371826171875,205.87301635742188,112.34479522705078,205.81887817382812,14.56510662389121,85.10105680317042,,,173.43479919433594,107.77645874023438,199.95872497558594,164.4812469482422,95.6178970336914,126.00336456298828,90.84115600585938,230.74476623535156,92.07364654541016,240.79637145996094,141.56321716308594,258.46978759765625,48.305912017822266,258.4349060058594,164.08016967773438,474.3980712890625,243.0816363293245,348.6156135806069,52.68031692504883,415.6428527832031
labeled-data/e3v8150-20200303T1152-1208/img41041.png,571.2692676810674,176.25959320774575,657.6429654969584,223.62581459065365,584.2717598253951,217.1245685184898,624.2079856972587,243.12955280714516,540.6205361980094,101.95963809730188,506.2568069594291,125.17837406931562,723.5841756574772,215.26706964072872,715.2254307075522,274.7070337290838,650.2129699859139,158.61335386901533,592.63050477532,257.0607943903534,587.9867575809172,262.6332910236367,621.421737380617,305.3557652121419,531.3330418092039,260.7757921458756,473.7505765986099,516.1818878380262,556.4092766589787,481.81815859944595,447.74559230995465,349.93573827840817
labeled-data/e3v8150-20200303T1152-1208/img42023.png,553.4959716796875,234.68655395507812,611.4306030273438,288.95220947265625,611.6513671875,290.7121887207031,627.1937255859375,290.5508117675781,400.60723876953125,115.0024185180664,411.2331848144531,184.96636962890625,476.1399230957031,71.48912048339844,523.0658529053509,105.68813155140765,594.15234375,178.0669708251953,616.8441162109375,326.24176025390625,607.372802734375,336.78997802734375,,,545.0718383789062,334.0691223144531,396.2134704589844,542.0505981445312,481.6704406738281,434.8720703125,339.0988464355469,459.8091735839844
labeled-data/e3v8150-20200303T1152-1208/img43691.png,392.3956298828125,178.43309020996094,490.6634521484375,190.5470428466797,433.7303771972656,217.49688720703125,479.0098571777344,218.7903594970703,309.64544677734375,106.18782043457031,284.6122741699219,157.90467834472656,514.4710083007812,140.73263549804688,543.9576416015625,218.51065063476562,454.651611328125,133.81500244140625,459.9180908203125,245.76531982421875,458.49383544921875,256.6970520019531,493.2892150878906,277.9024353027344,393.8392639160156,273.7065734863281,390.3551025390625,552.0439453125,478.0754089355469,438.9422607421875,323.5231628417969,383.5951232910156
labeled-data/e3v8150-20200303T1152-1208/img44201.png,526.6892946148012,178.11709208550684,,,587.9867575809172,212.48082132408712,,,370.65938888286917,128.8933718248378,396.6643731715245,181.83208984102902,,,,,539.6917867591288,127.96462238595723,612.1342429918114,238.4858056127424,608.4192452362893,251.4882977570701,,,546.1930328312926,269.1345370958005,396.6643731715245,552.4031159543675,479.3230732318932,443.7394316053435,324.2219169388418,381.5132192003468
labeled-data/e3v8150-20200303T1152-1208/img44848.png,278.713194433695,195.76333142423726,367.87314056622756,197.62083030199835,287.0719393836199,235.6995572961008,335.36691020540843,239.41455505162298,260.138205656084,110.3183830472268,223.91697753974267,155.82710555237372,468.1780799653267,125.17837406931562,481.18057210965435,186.47583703543177,324.2219169388418,146.53961116356822,302.8606798445892,265.41953934027833,301.00318096682815,276.56453260684486,370.65938888286917,293.2820225066948,262.9244539727257,296.0682708233364,341.8681562775722,548.6881181988454,451.4605900654768,435.3806866554186,203.48448988437065,356.436984350572
labeled-data/e3v8150-20200303T1152-1208/img46058.png,380.67462158203125,232.378173828125,464.57421875,257.35101318359375,376.7947082519531,271.119384765625,418.7742004394531,274.0515441894531,362.3083801269531,159.86671447753906,323.3167419433594,184.44615173339844,562.7085571289062,253.4053497314453,557.6937255859375,304.08416748046875,444.5222473144531,198.723876953125,384.10101318359375,294.4609680175781,382.26068115234375,307.01495361328125,429.56927490234375,345.2350769042969,331.0147399902344,312.62884521484375,389.96295166015625,582.0206909179688,468.17095947265625,499.10888671875,345.4295654296875,468.7503356933594
